,UniqueID,Date,Species,Breed,Age,Gender,Altered,Borough,Zipcode
1745,1745,May 07 2017,DOG,NA,NA,U,FALSE,Brooklyn,11206
1746,1746,May 09 2017,DOG,American Pitbull Terrier,4,M,FALSE,Brooklyn,11230
1747,1747,May 10 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11249
1748,1748,May 11 2017,DOG,Boston Terrier,4,M,TRUE,Brooklyn,11216
1749,1749,May 11 2017,DOG,NA,NA,U,FALSE,Brooklyn,11229
1750,1750,May 05 2017,DOG,NA,NA,U,FALSE,Brooklyn,11221
1751,1751,May 17 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
1752,1752,May 17 2017,DOG,Mixed Breed,3,M,TRUE,Brooklyn,11222
1753,1753,May 18 2017,DOG,Hound,NA,U,FALSE,Brooklyn,11206
1754,1754,May 17 2017,DOG,Rottweiler,6,M,TRUE,Brooklyn,11234
1755,1755,May 18 2017,DOG,German Shepherd,NA,M,TRUE,Brooklyn,11208
1756,1756,May 20 2017,DOG,Mixed Breed,NA,U,FALSE,Brooklyn,11205
1757,1757,May 21 2017,DOG,Maltese/Shih Tzu X,NA,F,FALSE,Brooklyn,11212
1758,1758,May 15 2017,DOG,Chihuahua Mix,6,M,TRUE,Brooklyn,11207
1759,1759,May 22 2017,DOG,Yorkshire Terrier,NA,M,FALSE,Brooklyn,11226
1760,1760,May 21 2017,DOG,American Pitbull Terrier,4,F,FALSE,Brooklyn,11224
1761,1761,May 22 2017,DOG,Labradoodle,2,M,TRUE,Brooklyn,11205
1762,1762,May 20 2017,DOG,Dachshund,9,F,TRUE,Brooklyn,11206
1763,1763,May 18 2017,DOG,Poodle,5,M,TRUE,Brooklyn,11214
1764,1764,May 24 2017,DOG,Siberian Husky,NA,U,FALSE,Brooklyn,NA
1765,1765,May 12 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11216
1766,1766,May 13 2017,DOG,American Pitbull Terrier Mix,4,M,TRUE,Brooklyn,11217
1767,1767,May 15 2017,DOG,Chihuahua,1,M,TRUE,Brooklyn,11204
1768,1768,May 25 2017,DOG,NA,NA,U,FALSE,Brooklyn,11235
1769,1769,May 21 2017,DOG,American Pitbull Terrier,NA,M,FALSE,Brooklyn,11208
1770,1770,May 27 2017,DOG,Labrador Retriever,NA,M,FALSE,Brooklyn,NA
1771,1771,June 01 2017,DOG,Cocker Spaniel,NA,U,FALSE,Brooklyn,11222
1772,1772,May 29 2017,DOG,Lab Mix,2,F,TRUE,Brooklyn,11201
1773,1773,May 28 2017,DOG,Chihuahua,NA,U,FALSE,Brooklyn,11207
1774,1774,May 27 2017,DOG,NA,NA,U,FALSE,Brooklyn,11209
1775,1775,May 24 2017,DOG,Chihuahua,NA,F,TRUE,Brooklyn,11213
1776,1776,May 27 2017,DOG,NA,NA,F,TRUE,Brooklyn,11215
1777,1777,May 25 2017,DOG,American Pitbull Terrier Mix,NA,U,FALSE,Brooklyn,11224
1778,1778,June 01 2017,DOG,Pomeranian,NA,U,FALSE,Brooklyn,11220
1779,1779,May 27 2017,DOG,American Pitbull Terrier,2,M,FALSE,Brooklyn,11212
1780,1780,May 27 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1781,1781,June 01 2017,DOG,NA,NA,U,FALSE,Brooklyn,11220
1782,1782,May 29 2017,DOG,French Bull / Boxer Mix,6,M,TRUE,Brooklyn,11238
1783,1783,May 28 2017,DOG,Mixed Breed,1,M,TRUE,Brooklyn,11201
1784,1784,May 30 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1785,1785,June 02 2017,DOG,Boxer,NA,U,FALSE,Brooklyn,11238
1786,1786,May 27 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
1787,1787,June 01 2017,DOG,Maltese,4,F,TRUE,Brooklyn,11224
1788,1788,May 28 2017,DOG,Cane Corso,3,M,TRUE,Brooklyn,11231
1789,1789,May 28 2017,DOG,Rat Terrier,12,M,TRUE,Brooklyn,NA
1790,1790,May 31 2017,DOG,Shih Tzu,2,F,FALSE,Brooklyn,11224
1791,1791,June 01 2017,DOG,Belgian Malinois,NA,M,FALSE,Brooklyn,11220
1792,1792,April 15 2017,DOG,American Pitbull Terrier,NA,M,TRUE,Brooklyn,11201
1793,1793,June 04 2017,DOG,Labrador Retriever,NA,M,TRUE,Brooklyn,11215
1794,1794,June 04 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11234
1795,1795,June 03 2017,DOG,Siberian Husky,0.271,M,TRUE,Brooklyn,11207
1796,1796,June 03 2017,DOG,Maltese,6,M,FALSE,Brooklyn,11204
1797,1797,June 03 2017,DOG,German Shepherd,NA,F,TRUE,Brooklyn,11218
1798,1798,June 04 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,NA
1799,1799,June 03 2017,DOG,Maltese/Yorkshire X,3,M,TRUE,Brooklyn,11221
1800,1800,June 02 2017,DOG,Lab Mix,NA,U,FALSE,Brooklyn,11209
1801,1801,June 02 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11211
1802,1802,June 03 2017,DOG,Shih Tzu,3,M,TRUE,Brooklyn,11225
1803,1803,June 06 2017,DOG,Dalmatian Crossbreed,NA,M,FALSE,Brooklyn,11233
1804,1804,June 03 2017,DOG,Chihuahua,NA,U,FALSE,Brooklyn,11214
1805,1805,June 06 2017,DOG,Akita,NA,U,FALSE,Brooklyn,11223
1806,1806,June 05 2017,DOG,Boxer,5,M,TRUE,Brooklyn,NA
1807,1807,May 28 2017,DOG,Terrier Mix/Hound,3,M,TRUE,Brooklyn,11230
1808,1808,June 05 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11212
1809,1809,June 08 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11228
1810,1810,June 05 2017,DOG,Na,NA,U,FALSE,Brooklyn,NA
1811,1811,June 04 2017,DOG,Chihuahua,8,M,TRUE,Brooklyn,11238
1812,1812,June 04 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11230
1813,1813,June 10 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1814,1814,June 09 2017,DOG,Shihtzu Mix,1,M,FALSE,Brooklyn,11237
1815,1815,June 11 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11211
1816,1816,June 07 2017,DOG,Poodle,NA,M,FALSE,Brooklyn,11229
1817,1817,June 11 2017,DOG,NA,NA,U,FALSE,Brooklyn,11208
1818,1818,June 09 2017,DOG,Dachshund X,0.667,F,TRUE,Brooklyn,NA
1819,1819,June 11 2017,DOG,American Pitbull Terrier,NA,F,FALSE,Brooklyn,11224
1820,1820,June 13 2017,DOG,American Pitbull Terrier,NA,M,FALSE,Brooklyn,NA
1821,1821,June 13 2017,DOG,Terrier,NA,U,FALSE,Brooklyn,11216
1822,1822,June 11 2017,DOG,Na,NA,U,FALSE,Brooklyn,11221
1823,1823,June 09 2017,DOG,Siberian Husky,NA,U,FALSE,Brooklyn,11226
1824,1824,June 14 2017,DOG,Great Pyreenes X,6,F,TRUE,Brooklyn,NA
1825,1825,June 13 2017,DOG,Shih Tzu,NA,M,FALSE,Brooklyn,11214
1826,1826,June 14 2017,DOG,Terrier Mix,2,F,TRUE,Brooklyn,11223
1827,1827,June 15 2017,DOG,Pitbull,NA,U,FALSE,Brooklyn,11225
1828,1828,June 14 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
1829,1829,June 16 2017,DOG,American Staffordshire Terrier,6,F,FALSE,Brooklyn,11224
1830,1830,June 18 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11238
1831,1831,June 18 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11238
1832,1832,June 18 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
1833,1833,June 18 2017,DOG,American Pitbull Terrier,10,M,TRUE,Brooklyn,11231
1834,1834,June 19 2017,DOG,Bulldog,NA,U,FALSE,Brooklyn,11206
1835,1835,June 18 2017,DOG,Cane Corso,1,M,FALSE,Brooklyn,11222
1836,1836,June 18 2017,DOG,Na,0.583,F,TRUE,Brooklyn,11201
1837,1837,June 12 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11213
1838,1838,June 16 2017,DOG,American Pitbull Terrier Mix,3,F,FALSE,Brooklyn,11208
1839,1839,June 17 2017,DOG,Terrier,NA,U,FALSE,Brooklyn,NA
1840,1840,June 20 2017,DOG,American Pitbull Terrier,1,M,TRUE,Brooklyn,11223
1841,1841,June 19 2017,DOG,Yorkshire Terrier Mix,3,M,TRUE,Brooklyn,11236
1842,1842,June 22 2017,DOG,American Pitbull Terrier,4,F,FALSE,Brooklyn,11231
1843,1843,June 21 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1844,1844,June 22 2017,DOG,American Pitbull Terrier,2,M,FALSE,Brooklyn,11231
1845,1845,June 22 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,NA
1846,1846,June 03 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11236
1847,1847,June 22 2017,DOG,American Pitbull Terrier,NA,F,FALSE,Brooklyn,11208
1848,1848,June 25 2017,DOG,Rottweiler X,2,M,FALSE,Brooklyn,11214
1849,1849,June 26 2017,DOG,Lab Mix,6,M,TRUE,Brooklyn,11234
1850,1850,June 26 2017,DOG,Labrador Retriever,NA,U,FALSE,Brooklyn,11238
1851,1851,June 24 2017,DOG,Terrier,5,F,FALSE,Brooklyn,11228
1852,1852,June 26 2017,DOG,German Shepherd Mix,7,M,FALSE,Brooklyn,11226
1853,1853,June 26 2017,DOG,American Pitbull Terrier,7,M,TRUE,Brooklyn,11218
1854,1854,June 23 2017,DOG,Alaskan Klee Kai,3,M,TRUE,Brooklyn,NA
1855,1855,June 26 2017,DOG,Doberman Pinscher,NA,U,FALSE,Brooklyn,11211
1856,1856,June 27 2017,DOG,Maltese,2,F,TRUE,Brooklyn,11237
1857,1857,June 27 2017,DOG,NA,NA,U,FALSE,Brooklyn,11226
1858,1858,June 29 2017,DOG,American Pitbull Terrier,6,F,FALSE,Brooklyn,11228
1859,1859,June 29 2017,DOG,Blue Tick Hound,5,M,TRUE,Brooklyn,11225
1860,1860,June 27 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11229
1861,1861,June 01 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1862,1862,June 29 2017,DOG,Pitbull Mix,5,F,TRUE,Brooklyn,11215
1863,1863,June 28 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11228
1864,1864,June 29 2017,DOG,Siberian Husky,NA,U,FALSE,Brooklyn,11223
1865,1865,June 29 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11222
1866,1866,July 01 2017,DOG,Buddhist,NA,M,FALSE,Brooklyn,11205
1867,1867,July 01 2017,DOG,American Pitbull Terrier,3,F,TRUE,Brooklyn,11209
1868,1868,July 02 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1869,1869,July 02 2017,DOG,Labrador Retriever,3,M,TRUE,Brooklyn,11220
1870,1870,July 02 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1871,1871,July 04 2017,DOG,American Pitbull Terrier,1,M,FALSE,Brooklyn,NA
1872,1872,June 28 2017,DOG,Cock-A-Poo,NA,U,FALSE,Brooklyn,11214
1873,1873,July 04 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11221
1874,1874,July 06 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11236
1875,1875,July 01 2017,DOG,American Pitbull Terrier,2,F,FALSE,Brooklyn,11223
1876,1876,July 04 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11226
1877,1877,July 07 2017,DOG,Maltese,9,M,TRUE,Brooklyn,NA
1878,1878,July 05 2017,DOG,Dachshund,5,F,TRUE,Brooklyn,11204
1879,1879,July 05 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11204
1880,1880,July 09 2017,DOG,American Pitbull Terrier Mix,4,M,FALSE,Brooklyn,11218
1881,1881,July 07 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11224
1882,1882,July 07 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11224
1883,1883,July 07 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11224
1884,1884,July 06 2017,DOG,American Pitbull Terrier Mix,6,F,TRUE,Brooklyn,11206
1885,1885,July 10 2017,DOG,Labrador Retriever,NA,U,FALSE,Brooklyn,11214
1886,1886,July 07 2017,DOG,Siberian Husky,NA,U,FALSE,Brooklyn,11211
1887,1887,July 08 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
1888,1888,July 11 2017,DOG,Rhodesian Ridgeback,7,M,TRUE,Brooklyn,11201
1889,1889,July 12 2017,DOG,Na,NA,U,FALSE,Brooklyn,11208
1890,1890,July 12 2017,DOG,Labrador,1,M,FALSE,Brooklyn,11207
1891,1891,July 12 2017,DOG,Rottweiler,1,M,TRUE,Brooklyn,11234
1892,1892,July 02 2017,DOG,Cock-A-Poo,1,M,FALSE,Brooklyn,11220
1893,1893,July 10 2017,DOG,American Pitbull Terrier Mix,5,M,TRUE,Brooklyn,NA
1894,1894,July 14 2017,DOG,American Pitbull Terrier Mix,NA,M,TRUE,Brooklyn,11226
1895,1895,July 02 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11208
1896,1896,July 16 2017,DOG,NA,NA,U,FALSE,Brooklyn,11233
1897,1897,July 13 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11233
1898,1898,July 12 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11237
1899,1899,July 15 2017,DOG,Labrador Retriever,NA,M,FALSE,Brooklyn,11234
1900,1900,July 12 2017,DOG,American Pitbull Terrier,NA,M,TRUE,Brooklyn,11226
1901,1901,July 17 2017,DOG,American Pitbull Terrier,NA,M,TRUE,Brooklyn,11208
1902,1902,July 15 2017,DOG,NA,NA,U,FALSE,Brooklyn,11236
1903,1903,July 15 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11221
1904,1904,July 15 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11238
1905,1905,June 02 2017,DOG,Pit Bull/Lab X,NA,U,FALSE,Brooklyn,11249
1906,1906,July 16 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11221
1907,1907,July 20 2017,DOG,Lab/Italian Greyhound X,3,M,TRUE,Brooklyn,11215
1908,1908,July 19 2017,DOG,Rottweiler,NA,U,FALSE,Brooklyn,11226
1909,1909,July 20 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11238
1910,1910,July 20 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11206
1911,1911,July 19 2017,DOG,NA,NA,U,FALSE,Brooklyn,11235
1912,1912,July 19 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,NA
1913,1913,July 11 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11205
1914,1914,July 10 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11223
1915,1915,July 16 2017,DOG,Boston Terrier X,NA,M,TRUE,Brooklyn,11222
1916,1916,July 18 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11216
1917,1917,July 19 2017,DOG,Cattle Dog/Blue Heeler,1,F,FALSE,Brooklyn,11231
1918,1918,July 21 2017,DOG,Bulldog,NA,U,FALSE,Brooklyn,11206
1919,1919,July 22 2017,DOG,Husky X,NA,M,TRUE,Brooklyn,11207
1920,1920,July 24 2017,DOG,Boxer,NA,U,FALSE,Brooklyn,11223
1921,1921,July 23 2017,DOG,Rottweiler,1,M,FALSE,Brooklyn,NA
1922,1922,July 20 2017,DOG,NA,NA,U,FALSE,Brooklyn,11228
1923,1923,July 20 2017,DOG,Yorkshire Terrier,NA,U,FALSE,Brooklyn,11236
1924,1924,July 18 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11249
1925,1925,July 18 2017,DOG,Terrier,NA,U,FALSE,Brooklyn,11249
1926,1926,July 25 2017,DOG,Golden Retriever,0.75,M,TRUE,Brooklyn,NA
1927,1927,July 23 2017,DOG,Sheperd,NA,U,FALSE,Brooklyn,11229
1928,1928,July 24 2017,DOG,Shih Tzu,7,F,TRUE,Brooklyn,11221
1929,1929,July 25 2017,DOG,Na,NA,U,FALSE,Brooklyn,11233
1930,1930,July 22 2017,DOG,Lhasa Apso,1,M,FALSE,Brooklyn,11236
1931,1931,July 14 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11236
1932,1932,July 21 2017,DOG,Cane Corso,4,M,FALSE,Brooklyn,11231
1933,1933,July 24 2017,DOG,German Shepherd,10,M,TRUE,Brooklyn,11223
1934,1934,July 25 2017,DOG,Havanese,1,M,FALSE,Brooklyn,11234
1935,1935,July 19 2017,DOG,Uncertain,NA,U,FALSE,Brooklyn,11217
1936,1936,July 27 2017,DOG,Terrier Mix,4,M,TRUE,Brooklyn,11214
1937,1937,July 26 2017,DOG,American Pitbull Terrier,NA,M,TRUE,Brooklyn,11208
1938,1938,July 22 2017,DOG,Jack Russell Terrier,6,M,FALSE,Brooklyn,11237
1939,1939,July 23 2017,DOG,Cockanese,NA,M,TRUE,Brooklyn,NA
1940,1940,July 01 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1941,1941,July 21 2017,DOG,Rottweiler,NA,U,FALSE,Brooklyn,NA
1942,1942,July 21 2017,DOG,Na,NA,U,FALSE,Brooklyn,11238
1943,1943,July 26 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11235
1944,1944,July 28 2017,DOG,Yorkshire Terrier,3,F,FALSE,Brooklyn,11213
1945,1945,July 28 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11238
1946,1946,June 11 2017,DOG,Siberian Husky,NA,U,FALSE,Brooklyn,NA
1947,1947,July 27 2017,DOG,American Pitbull Terrier,0.667,F,TRUE,Brooklyn,11211
1948,1948,July 29 2017,DOG,American Staffordshire X,4,M,FALSE,Brooklyn,11229
1949,1949,July 29 2017,DOG,Boston Terrier,3,M,FALSE,Brooklyn,11237
1950,1950,August 02 2017,DOG,Shih Tzu,3,U,FALSE,Brooklyn,NA
1951,1951,August 02 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11226
1952,1952,July 30 2017,DOG,Pug,7,M,FALSE,Brooklyn,11214
1953,1953,July 29 2017,DOG,NA,NA,U,FALSE,Brooklyn,11215
1954,1954,July 31 2017,DOG,Boxer,0.917,F,FALSE,Brooklyn,11207
1955,1955,August 01 2017,DOG,Boxer/Pitbull,NA,U,FALSE,Brooklyn,NA
1956,1956,July 31 2017,DOG,Belgian Malinois,NA,F,FALSE,Brooklyn,11220
1957,1957,June 25 2017,DOG,Rottweiler,1,M,TRUE,Brooklyn,11230
1958,1958,July 27 2017,DOG,NA,NA,U,FALSE,Brooklyn,11214
1959,1959,June 19 2017,DOG,Terrier,NA,M,TRUE,Brooklyn,11222
1960,1960,July 24 2017,DOG,Rottweiler,NA,U,FALSE,Brooklyn,11207
1961,1961,July 28 2017,DOG,Cocker Spaniel,13,F,TRUE,Brooklyn,11222
1962,1962,July 28 2017,DOG,Boston Terrier X,NA,M,TRUE,Brooklyn,11221
1963,1963,August 03 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11233
1964,1964,August 04 2017,DOG,American Pitbull Terrier Mix,NA,M,TRUE,Brooklyn,11209
1965,1965,August 07 2017,DOG,American Pitbull Terrier,NA,F,TRUE,Brooklyn,11204
1966,1966,July 19 2017,DOG,Maltese Mix,3,M,FALSE,Brooklyn,11224
1967,1967,July 26 2017,DOG,NA,NA,U,FALSE,Brooklyn,11235
1968,1968,August 03 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11207
1969,1969,August 05 2017,DOG,Labrador-Sheep Dog X,1,M,FALSE,Brooklyn,11233
1970,1970,August 06 2017,DOG,Labrador-Sheep Dog X,1,M,FALSE,Brooklyn,11233
1971,1971,August 06 2017,DOG,NA,NA,U,FALSE,Brooklyn,11212
1972,1972,August 05 2017,DOG,Yorkshire Terrier,13,M,FALSE,Brooklyn,11204
1973,1973,August 05 2017,DOG,NA,NA,U,FALSE,Brooklyn,11221
1974,1974,August 08 2017,DOG,Chihuahua,NA,U,FALSE,Brooklyn,11211
1975,1975,August 01 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1976,1976,August 08 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
1977,1977,August 08 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11231
1978,1978,July 20 2017,DOG,Shih Tzu,6,M,TRUE,Brooklyn,11236
1979,1979,June 25 2017,DOG,NA,NA,U,FALSE,Brooklyn,11215
1980,1980,July 25 2017,DOG,Weimaraner X,3,M,TRUE,Brooklyn,11215
1981,1981,August 09 2017,DOG,Beagle Mix,NA,M,TRUE,Brooklyn,11221
1982,1982,August 09 2017,DOG,Chihuahua,7,M,FALSE,Brooklyn,11205
1983,1983,August 09 2017,DOG,Black Russian Terrier,6,F,TRUE,Brooklyn,11249
1984,1984,July 13 2017,DOG,American Pitbull Terrier,1,F,TRUE,Brooklyn,NA
1985,1985,August 11 2017,DOG,Chihuahua,4,M,TRUE,Brooklyn,11223
1986,1986,August 13 2017,DOG,American Pitbull Terrier Mix,7,F,TRUE,Brooklyn,NA
1987,1987,August 14 2017,DOG,Spaniel X Terrier,3,M,TRUE,Brooklyn,11238
1988,1988,August 14 2017,DOG,Shih Tzu,NA,M,TRUE,Brooklyn,11238
1989,1989,August 12 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11204
1990,1990,July 29 2017,DOG,Yorkshire Terrier,5,M,FALSE,Brooklyn,NA
1991,1991,July 30 2017,DOG,American Pitbull Terrier Mix,NA,M,TRUE,Brooklyn,11225
1992,1992,August 15 2017,DOG,Yorkshire Terrier,NA,U,FALSE,Brooklyn,11220
1993,1993,August 15 2017,DOG,Poodle,NA,M,FALSE,Brooklyn,11217
1994,1994,August 16 2017,DOG,Bulldog,NA,U,FALSE,Brooklyn,NA
1995,1995,August 12 2017,DOG,American Pitbull Terrier,4,M,FALSE,Brooklyn,11209
1996,1996,August 18 2017,DOG,Chihuahua Mix,4,M,TRUE,Brooklyn,11221
1997,1997,August 17 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
1998,1998,August 19 2017,DOG,German Shepherd,NA,M,FALSE,Brooklyn,11211
1999,1999,August 14 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11223
2000,2000,August 20 2017,DOG,American Staffordshire Terrier,1,F,FALSE,Brooklyn,11230
2001,2001,August 20 2017,DOG,NA,NA,U,FALSE,Brooklyn,11228
2002,2002,August 21 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11249
2003,2003,August 18 2017,DOG,German Shepherd,NA,U,FALSE,Brooklyn,11220
2004,2004,August 20 2017,DOG,Chihuahua,5,M,FALSE,Brooklyn,11206
2005,2005,August 23 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11236
2006,2006,August 16 2017,DOG,NA,NA,U,FALSE,Brooklyn,NA
2007,2007,August 24 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11216
2008,2008,August 25 2017,DOG,Labrador Retriever,NA,U,FALSE,Brooklyn,11234
2009,2009,August 26 2017,DOG,NA,NA,U,FALSE,Brooklyn,11229
2010,2010,August 28 2017,DOG,American Staffordshire Terrier,5,M,TRUE,Brooklyn,11211
2011,2011,August 27 2017,DOG,Cocker Spaniel,NA,U,FALSE,Brooklyn,NA
2012,2012,August 26 2017,DOG,Maltese,NA,U,FALSE,Brooklyn,NA
2013,2013,August 26 2017,DOG,American Pitbull Terrier,3,F,TRUE,Brooklyn,11234
2014,2014,August 21 2017,DOG,NA,NA,U,FALSE,Brooklyn,11220
2015,2015,August 21 2017,DOG,Doberman Pinscher,0.75,F,FALSE,Brooklyn,11229
2016,2016,August 28 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11225
2017,2017,August 28 2017,DOG,Chihuahua,NA,U,FALSE,Brooklyn,11228
2018,2018,August 27 2017,DOG,NA,NA,U,FALSE,Brooklyn,11225
2019,2019,August 30 2017,DOG,Labrador Mix,0.667,M,TRUE,Brooklyn,11223
2020,2020,August 28 2017,DOG,American Pitbull Terrier,3,M,TRUE,Brooklyn,11205
2021,2021,August 23 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11221
2022,2022,August 28 2017,DOG,Yorkshire/ Tibetan Terrier,1,M,TRUE,Brooklyn,11238
2023,2023,August 30 2017,DOG,Bichon Frise,3,M,TRUE,Brooklyn,11220
2024,2024,August 31 2017,DOG,German Shepherd,2,F,TRUE,Brooklyn,11224
2025,2025,August 30 2017,DOG,American Pitbull Terrier,NA,M,FALSE,Brooklyn,11207
2026,2026,September 01 2017,DOG,Border Collie Mix,7,M,TRUE,Brooklyn,11234
2027,2027,August 30 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
2028,2028,August 29 2017,DOG,Cock-A-Poo,7,M,FALSE,Brooklyn,11220
2029,2029,August 01 2017,DOG,Unknown,NA,U,FALSE,Brooklyn,11236
2030,2030,July 25 2017,DOG,Pit Bull Terrier Mix,6,F,TRUE,Brooklyn,11215
2031,2031,September 03 2017,DOG,Wire Fox Terrier,2,M,TRUE,Brooklyn,11209
2032,2032,September 02 2017,DOG,American Pitbull Terrier Mix,3,M,FALSE,Brooklyn,11216
2033,2033,September 04 2017,DOG,American Pitbull Terrier,NA,M,TRUE,Brooklyn,11206
2034,2034,September 04 2017,DOG,German Shepherd/ Keeshound Mix,NA,M,TRUE,Brooklyn,11224
2035,2035,September 01 2017,DOG,Rottweiler,1,M,TRUE,Brooklyn,11236
2036,2036,September 05 2017,DOG,Shiba Inu,NA,F,TRUE,Brooklyn,11230
2037,2037,September 04 2017,DOG,Na,NA,U,FALSE,Brooklyn,11211
2038,2038,September 07 2017,DOG,American Pitbull Terrier Mix,NA,M,TRUE,Brooklyn,11219
2039,2039,September 02 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
2040,2040,August 23 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,11207
2041,2041,September 04 2017,DOG,Australian Cattle Dog,8,F,TRUE,Brooklyn,11204
2042,2042,September 06 2017,DOG,American Pitbull Terrier,NA,U,FALSE,Brooklyn,NA
2043,2043,September 06 2017,DOG,German Shepherd Mix,7,F,TRUE,Brooklyn,11216
2044,2044,September 07 2017,DOG,Heeler X,NA,F,TRUE,Brooklyn,11238
2045,2045,September 06 2017,DOG,Border Terrier,3,M,TRUE,Brooklyn,NA
2046,2046,September 08 2017,DOG,English Bulldog,1,M,FALSE,Brooklyn,11224
2047,2047,August 16 2017,DOG,Rottweiler,NA,U,FALSE,Brooklyn,11230
2048,2048,September 08 2017,DOG,Yorkshire Terrier,10,M,TRUE,Brooklyn,11214
2049,2049,September 07 2017,DOG,Maltese,9,M,FALSE,Brooklyn,11220
2050,2050,September 09 2017,DOG,Shih Tzu,NA,U,FALSE,Brooklyn,11231
2051,2051,September 09 2017,DOG,Na,2,M,TRUE,Brooklyn,11209
2052,2052,September 09 2017,DOG,Chihuahua,NA,U,FALSE,Brooklyn,NA
2053,2053,September 08 2017,DOG,Miniature Pinscher,NA,U,FALSE,Brooklyn,11237
2054,2054,September 12 2017,DOG,Shih Tzu,8,M,FALSE,Brooklyn,11204
